LoanID,CustomerID,BranchID,ProductID,DisbursementDate,LoanAmount,InterestRate,TermMonths,LoanStatus,OutstandingBalance
LN10710,C1205,B009,P04,4/11/2025,20878.82,17.23,60,Active,16494
LN10711,C1363,B002,P01,8/16/2024,45652.64,14.8,180,Active,39718
LN10712,C1028,B010,P02,5/15/2024,20192.7,6.85,48,Paid Off,0
LN10713,C1184,B003,P04,2/9/2026,35192.32,14.72,36,Active,31321
LN10714,C1363,B009,P04,12/30/2024,45808.94,6.02,36,Closed,0
LN10715,C1361,B004,P01,8/13/2025,66403.79,7.64,72,Active,31210
LN10716,C1489,B002,P01,3/8/2024,39082.97,9.89,120,Active,16024
LN10717,C1117,B005,P02,3/21/2026,85210.16,10.98,36,Active,34936
LN10718,C1152,B005,P06,1/25/2026,44795.14,7.83,240,Active,21054
LN10719,C1294,B010,P02,1/12/2024,3830.54,17.65,12,Active,1609
LN10720,C1385,B010,P03,11/11/2025,74077.02,20.53,24,Active,39261
LN10721,C1094,B002,P04,3/5/2026,26915.55,19.9,60,Closed,0
LN10722,C1259,B004,P06,10/27/2024,6658.83,10.94,360,Active,3929
LN10723,C1091,B001,P03,6/21/2025,57284.49,8.4,24,Active,45828
LN10724,C1185,B010,P05,7/12/2025,91749.14,12.59,24,Active,82574
LN10725,C1110,B005,P02,6/10/2026,71111.9,20.89,84,Paid Off,0
LN10726,C1097,B009,P03,3/27/2024,95229.09,19.19,240,Active,82849
LN10727,C1460,B010,P01,3/7/2026,64685.71,6.77,36,Active,49808
LN10728,C1284,B001,P03,6/12/2026,37036.93,11.34,60,Active,28889
LN10729,C1121,B003,P02,1/6/2024,80462.48,12.44,60,Active,41036
LN10730,C1295,B003,P05,9/25/2024,68462.67,19.86,120,Closed,0
LN10731,C1187,B001,P04,4/18/2024,8993.97,7.86,240,Closed,0
LN10732,C1475,B003,P01,3/9/2024,59743.0,9.28,360,Active,26884
LN10733,C1325,B001,P04,8/13/2025,41577.42,15.93,72,Active,28273
LN10734,C1161,B002,P05,2/12/2024,38657.79,21.21,180,Active,17783
LN10735,C1303,B006,P01,6/2/2024,45556.77,15.75,84,Active,42368
LN10736,C1329,B005,P03,11/20/2024,26814.59,14.47,84,Active,21452
LN10737,C1104,B009,P03,7/24/2024,7019.18,6.36,24,Active,6177
LN10738,C1319,B007,P02,2/5/2024,59197.86,16.12,180,Active,37887
LN10739,C1424,B008,P03,3/30/2026,94191.35,15.12,72,Active,83830
LN10740,C1411,B003,P02,9/13/2024,62035.57,17.82,180,Paid Off,0
LN10741,C1311,B004,P02,9/5/2025,40019.34,8.22,84,Paid Off,0
LN10742,C1180,B010,P05,5/12/2026,74861.49,8.43,84,Closed,0
LN10743,C1359,B005,P05,3/20/2026,81606.28,19.4,84,Closed,0
LN10744,C1373,B006,P06,2/24/2025,35136.1,12.52,48,Active,27406
LN10745,C1292,B003,P01,4/12/2024,99195.12,17.41,36,Closed,0
LN10746,C1246,B004,P01,1/12/2024,26099.64,18.97,12,Paid Off,0
LN10747,C1482,B009,P05,9/24/2024,39890.71,17.33,180,Active,16754
LN10748,C1328,B005,P06,11/18/2024,66436.24,7.2,240,Active,55806
LN10749,C1051,B004,P05,12/1/2025,23233.53,11.99,72,Closed,0
LN10750,C1035,B002,P02,8/23/2025,43735.94,20.62,180,Closed,0
LN10751,C1411,B006,P01,9/6/2024,52018.83,19.41,48,Active,36933
LN10752,C1435,B001,P05,1/7/2026,10804.04,9.15,180,Active,4106
LN10753,C1033,B004,P01,9/22/2025,90245.48,14.49,360,Active,47830
LN10754,C1132,B009,P02,8/28/2025,31945.15,18.32,84,Closed,0
LN10755,C1164,B001,P01,11/22/2025,58708.68,6.14,180,Active,54012
LN10756,C1267,B002,P05,2/22/2024,75826.0,12.13,120,Active,39430
LN10757,C1180,B004,P06,2/3/2024,71583.73,7.34,36,Active,28633
LN10758,C1115,B009,P05,12/6/2024,63049.3,4.64,36,Active,42243
LN10759,C1474,B008,P04,12/1/2024,9614.04,7.43,84,Active,4326
LN10760,C1257,B009,P02,6/24/2024,18607.69,13.96,24,Active,12467
LN10761,C1491,B007,P05,1/5/2024,29249.19,14.07,180,Active,27787
LN10762,C1497,B006,P05,1/31/2024,93811.5,18.22,180,Closed,0
LN10763,C1414,B001,P06,9/25/2025,93764.86,15.13,180,Active,67511
LN10764,C1292,B001,P01,5/1/2026,85644.04,8.94,48,Active,66802
LN10765,C1013,B008,P02,1/12/2024,85465.42,5.97,12,Active,37605
LN10766,C1198,B004,P01,4/4/2025,45607.5,7.82,60,Active,34206
LN10767,C1465,B005,P01,6/14/2024,67862.06,5.89,72,Active,27823
LN10768,C1385,B006,P02,4/27/2025,73203.09,4.13,360,Active,66615
LN10769,C1058,B008,P06,5/18/2025,40799.44,12.59,12,Closed,0
LN10770,C1032,B003,P06,2/28/2024,53879.2,4.38,180,Active,48491
LN10771,C1045,B008,P03,6/13/2024,22192.16,20.84,60,Paid Off,0
LN10772,C1416,B005,P03,2/5/2026,77476.76,19.49,72,Closed,0
LN10773,C1492,B006,P06,5/9/2026,22654.0,21.85,12,Closed,0
LN10774,C1043,B010,P04,12/8/2024,42547.58,18.13,48,Active,16594
LN10775,C1014,B004,P05,11/7/2024,79483.04,11.55,120,Active,65971
LN10776,C1008,B010,P04,10/4/2024,70705.43,11.14,360,Closed,0
LN10777,C1338,B007,P03,11/28/2025,71207.02,20.94,48,Active,54829
LN10778,C1239,B004,P05,2/14/2026,95132.92,6.96,120,Active,44712
LN10779,C1408,B009,P04,3/20/2025,66996.36,17.62,12,Closed,0
LN10780,C1486,B001,P02,3/15/2024,63813.8,15.21,84,Active,56156
LN10781,C1427,B010,P03,2/2/2025,92946.22,11.07,60,Closed,0
LN10782,C1040,B001,P06,12/19/2025,40790.68,17.28,84,Paid Off,0
LN10783,C1112,B006,P04,11/19/2024,12490.05,16.64,24,Active,5496
LN10784,C1211,B009,P01,4/5/2025,63454.04,21.87,180,Active,52667
LN10785,C1362,B010,P02,8/2/2025,38608.46,21.64,240,Active,30887
LN10786,C1459,B001,P05,2/11/2025,33176.91,21.95,84,Active,18247
LN10787,C1361,B010,P04,2/7/2025,45001.14,8.45,120,Paid Off,0
LN10788,C1482,B007,P02,9/3/2024,4455.3,15.23,84,Active,3030
LN10789,C1007,B007,P02,6/15/2025,79885.95,13.36,72,Active,59914
LN10790,C1363,B003,P06,11/28/2024,56740.09,19.05,48,Closed,0
LN10791,C1113,B004,P01,10/17/2025,80837.04,7.14,36,Active,44460
LN10792,C1196,B010,P03,7/23/2024,58425.76,10.86,84,Closed,0
LN10793,C1272,B002,P03,10/23/2024,43037.33,8.9,24,Active,33999
LN10794,C1328,B005,P05,6/1/2025,72996.94,15.52,84,Active,65697
LN10795,C1223,B009,P04,2/18/2026,97131.73,7.82,60,Active,67021
LN10796,C1098,B005,P03,3/18/2024,1267.16,7.24,72,Closed,0
LN10797,C1100,B010,P02,1/9/2026,33668.73,19.6,360,Active,13804
LN10798,C1438,B004,P05,5/18/2024,15928.23,21.46,240,Active,6690
LN10799,C1151,B009,P02,5/10/2025,78164.12,5.09,180,Paid Off,0
LN10800,C1124,B007,P02,5/13/2025,77759.63,6.69,48,Active,42768
LN10801,C1246,B005,P02,7/18/2025,89950.39,14.55,180,Closed,0
LN10802,C1024,B008,P06,1/10/2025,63856.68,13.56,24,Active,46615
LN10803,C1258,B004,P05,12/1/2024,30482.06,5.78,72,Active,16460
LN10804,C1001,B001,P02,2/16/2025,97588.01,7.93,240,Active,60505
LN10805,C1040,B002,P06,3/5/2026,32097.28,8.73,84,Active,20221
LN10806,C1005,B006,P05,6/28/2024,96055.39,9.45,24,Active,51870
LN10807,C1023,B004,P01,9/14/2025,93967.76,10.53,24,Paid Off,0
LN10808,C1448,B009,P04,6/24/2025,9807.85,20.49,24,Active,5689
LN10809,C1240,B009,P02,3/10/2026,93904.7,14.66,360,Active,55404
LN10810,C1202,B004,P03,12/6/2025,4292.73,18.86,240,Active,1760
LN10811,C1324,B009,P05,7/17/2025,65172.67,14.54,72,Paid Off,0
LN10812,C1443,B004,P03,9/1/2025,22037.44,6.92,360,Active,8374
LN10813,C1440,B002,P06,10/14/2025,96243.18,10.79,12,Active,64483
LN10814,C1115,B001,P03,2/5/2024,76331.55,13.12,12,Active,61829
LN10815,C1071,B009,P03,6/30/2025,51332.19,19.71,180,Closed,0
LN10816,C1179,B009,P01,2/8/2025,1170.91,16.38,72,Active,972
LN10817,C1066,B009,P04,3/27/2025,3793.64,14.36,180,Active,3111
LN10818,C1265,B006,P04,12/4/2025,11317.9,13.86,36,Active,8375
LN10819,C1082,B004,P01,1/20/2025,88042.71,8.78,360,Closed,0
LN10820,C1422,B004,P04,2/23/2025,82388.65,19.84,72,Active,66735
LN10821,C1436,B007,P03,4/8/2025,2365.42,12.24,60,Closed,0
LN10822,C1181,B009,P04,3/26/2026,2062.61,17.36,84,Active,969
LN10823,C1397,B006,P02,12/17/2025,42747.41,16.62,48,Active,27358
LN10824,C1186,B003,P01,6/2/2026,9343.31,10.89,84,Paid Off,0
LN10825,C1423,B002,P06,1/13/2025,12938.83,5.59,24,Active,10351
LN10826,C1464,B007,P01,1/8/2025,42743.26,8.2,120,Closed,0
LN10827,C1205,B008,P06,4/20/2024,61402.23,11.51,84,Active,58332
LN10828,C1496,B001,P04,10/18/2024,23051.77,5.98,36,Active,12678
LN10829,C1339,B002,P01,4/20/2024,75274.43,17.86,36,Active,27852
LN10830,C1301,B006,P03,5/3/2025,18806.28,16.49,24,Active,13164
LN10831,C1401,B004,P06,4/27/2024,43292.71,19.99,240,Active,32470
LN10832,C1380,B002,P02,9/15/2024,84059.45,8.78,12,Active,64726
LN10833,C1239,B007,P03,3/12/2026,33918.68,9.49,240,Closed,0
LN10834,C1258,B006,P04,9/11/2025,6919.25,16.66,24,Closed,0
LN10835,C1293,B003,P02,3/8/2026,7803.63,16.1,60,Closed,0
LN10836,C1415,B001,P02,1/1/2024,97101.16,14.72,24,Closed,0
LN10837,C1273,B007,P05,6/26/2024,40578.53,5.73,360,Closed,0
LN10838,C1428,B007,P05,3/1/2025,59222.42,16.69,12,Closed,0
LN10839,C1112,B005,P05,4/28/2025,34394.07,10.48,240,Active,27515
LN10840,C1287,B007,P02,6/28/2025,62648.47,19.64,48,Active,56384
LN10841,C1104,B006,P04,3/22/2024,49152.72,13.79,360,Active,28017
LN10842,C1241,B007,P05,7/14/2024,23226.15,18.93,180,Active,21136
LN10843,C1175,B007,P01,2/26/2025,37136.54,15.67,240,Active,14483
LN10844,C1442,B007,P02,5/20/2026,58355.52,9.04,180,Active,32679
LN10845,C1058,B008,P01,2/20/2026,68592.2,21.98,360,Active,63105
LN10846,C1370,B002,P06,12/16/2025,57773.7,7.78,72,Active,26576
LN10847,C1213,B002,P05,12/3/2025,67105.46,18.13,180,Paid Off,0
LN10848,C1387,B001,P05,11/8/2025,46196.02,4.26,24,Active,39267
LN10849,C1223,B005,P05,5/29/2024,82260.59,8.22,240,Closed,0
LN10850,C1312,B009,P03,7/17/2025,65112.96,8.56,240,Active,23441
LN10851,C1379,B009,P03,9/10/2024,85267.74,13.31,48,Active,60540
LN10852,C1044,B005,P02,9/30/2025,53528.34,18.6,120,Closed,0
LN10853,C1444,B010,P04,3/4/2024,48125.58,7.32,24,Closed,0
LN10854,C1096,B008,P05,3/31/2025,68625.86,21.71,72,Active,29509
LN10855,C1290,B002,P02,1/17/2026,16283.01,13.63,180,Active,14818
LN10856,C1378,B002,P04,4/7/2026,40347.0,5.1,36,Active,36312
LN10857,C1417,B006,P06,2/10/2024,2241.58,12.56,60,Closed,0
LN10858,C1332,B010,P06,5/7/2026,90986.03,5.0,240,Active,62780
LN10859,C1263,B004,P06,11/21/2024,93921.76,12.42,48,Paid Off,0
LN10860,C1144,B005,P02,8/17/2024,80104.26,9.07,240,Closed,0
LN10861,C1067,B009,P02,7/13/2025,59177.77,13.93,180,Active,33140
LN10862,C1364,B008,P03,6/6/2024,1014.55,14.87,24,Closed,0
LN10863,C1488,B005,P01,6/21/2025,88979.58,4.65,36,Active,60506
LN10864,C1375,B004,P02,9/11/2025,5363.8,7.0,120,Active,3755
LN10865,C1447,B008,P01,1/2/2026,31451.68,6.19,24,Active,14782
LN10866,C1304,B002,P03,4/24/2024,22447.5,5.5,36,Paid Off,0
LN10867,C1478,B003,P04,9/1/2024,28747.37,11.91,72,Active,12936
LN10868,C1031,B004,P01,5/20/2024,8709.05,7.83,12,Closed,0
LN10869,C1440,B005,P01,5/15/2024,84014.97,4.03,12,Paid Off,0
LN10870,C1380,B008,P05,3/9/2024,46145.05,13.07,60,Active,35993
LN10871,C1005,B003,P01,6/21/2025,68387.67,17.58,72,Active,45136
LN10872,C1175,B002,P04,4/9/2024,45134.28,7.27,120,Active,33399
LN10873,C1241,B010,P02,3/20/2024,92596.86,9.47,240,Active,83337
LN10874,C1304,B006,P06,4/28/2025,90958.14,15.66,12,Active,62761
LN10875,C1259,B010,P01,10/10/2024,84620.12,7.03,180,Active,42310
LN10876,C1216,B001,P01,3/31/2024,99842.17,8.37,240,Closed,0
LN10877,C1026,B010,P04,12/2/2024,24401.5,10.93,84,Active,12933
LN10878,C1185,B005,P03,10/11/2024,3435.57,20.22,60,Closed,0
LN10879,C1258,B006,P01,8/31/2025,47765.16,7.76,120,Paid Off,0
LN10880,C1074,B008,P02,5/14/2024,65582.12,18.05,48,Closed,0
LN10881,C1155,B001,P04,8/25/2025,92000.94,20.68,360,Active,34040
LN10882,C1343,B003,P06,8/31/2024,56290.48,21.79,84,Active,35463
LN10883,C1490,B003,P03,4/16/2024,92614.98,5.65,72,Active,85206
LN10884,C1289,B002,P02,5/6/2026,96854.9,15.94,60,Paid Off,0
LN10885,C1405,B005,P01,1/11/2024,44209.73,11.52,240,Paid Off,0
LN10886,C1252,B002,P01,5/9/2026,43928.18,21.5,60,Active,20207
LN10887,C1305,B002,P02,6/10/2024,85036.62,9.98,60,Active,49321
LN10888,C1094,B004,P01,2/25/2026,2887.33,15.97,360,Active,2079
LN10889,C1054,B010,P01,12/10/2024,58784.2,20.84,180,Closed,0
LN10890,C1499,B001,P01,2/7/2024,41803.11,15.14,24,Active,19647
LN10891,C1108,B002,P02,1/23/2026,53091.2,7.21,84,Active,27607
LN10892,C1409,B003,P01,4/25/2026,92055.6,15.85,84,Active,65359
LN10893,C1067,B006,P06,7/24/2025,67719.26,21.54,180,Active,25056
LN10894,C1196,B006,P04,4/18/2025,6045.76,5.11,48,Paid Off,0
LN10895,C1079,B010,P04,1/15/2026,17036.72,14.46,72,Closed,0
LN10896,C1463,B009,P01,11/28/2024,37697.33,21.27,72,Closed,0
LN10897,C1017,B009,P01,8/16/2024,21173.0,19.97,24,Closed,0
LN10898,C1124,B009,P01,9/7/2025,37837.82,9.04,84,Active,32162
LN10899,C1427,B002,P04,5/3/2025,48072.58,17.05,24,Closed,0
LN10900,C1148,B004,P05,8/3/2025,7478.74,12.64,72,Active,4637
LN10901,C1084,B003,P02,5/24/2025,16860.87,14.99,120,Active,11465
LN10902,C1415,B005,P03,12/20/2024,18802.15,14.93,36,Closed,0
LN10903,C1242,B007,P05,6/27/2024,87882.59,8.66,24,Active,61518
LN10904,C1071,B001,P03,7/29/2024,45896.64,5.35,360,Closed,0
LN10905,C1147,B008,P01,9/20/2024,35743.7,5.94,120,Active,32169
LN10906,C1202,B001,P05,7/20/2024,2648.44,8.34,240,Closed,0
LN10907,C1464,B001,P02,9/6/2025,50454.54,12.0,24,Closed,0
LN10908,C1399,B006,P05,3/12/2026,94987.7,8.17,120,Active,59842
LN10909,C1048,B009,P02,7/11/2025,59182.19,21.63,180,Active,50305
LN10910,C1169,B006,P06,9/15/2025,82563.47,4.76,240,Active,63574
LN10911,C1212,B010,P05,1/2/2024,21988.83,16.13,360,Paid Off,0
LN10912,C1176,B003,P06,1/11/2026,46072.48,9.01,60,Closed,0
LN10913,C1433,B010,P04,6/26/2025,38146.18,10.31,24,Active,35857
LN10914,C1082,B010,P02,8/18/2025,41701.63,7.92,48,Active,25438
LN10915,C1325,B005,P02,12/11/2025,62855.0,8.16,24,Paid Off,0
LN10916,C1149,B004,P04,4/5/2024,78514.68,16.75,120,Active,49464
LN10917,C1133,B005,P03,2/22/2025,33416.79,5.19,84,Active,24394
LN10918,C1325,B004,P06,9/14/2025,95321.76,16.69,48,Active,41942
LN10919,C1378,B004,P03,2/27/2026,6111.97,14.74,180,Active,4095
LN10920,C1445,B001,P02,12/12/2025,48354.55,18.81,24,Active,33848
LN10921,C1256,B008,P04,5/21/2024,17639.91,8.26,84,Active,14288
LN10922,C1039,B006,P06,1/3/2025,7381.14,5.02,84,Active,6200
LN10923,C1206,B009,P02,10/27/2024,19213.08,11.16,72,Active,10567
LN10924,C1091,B002,P01,2/13/2026,30625.75,11.71,84,Active,25726
LN10925,C1165,B007,P04,3/5/2024,16990.24,12.29,60,Active,13252
LN10926,C1235,B003,P06,4/19/2024,65594.86,6.16,360,Closed,0
LN10927,C1497,B006,P06,2/18/2025,77747.89,7.83,36,Active,72306
LN10928,C1392,B003,P05,4/6/2025,10838.57,13.71,360,Active,4877
LN10929,C1254,B001,P01,6/27/2025,13507.69,5.22,180,Active,9185
LN10930,C1057,B005,P01,6/12/2024,37780.21,20.7,84,Closed,0
LN10931,C1180,B010,P06,7/16/2025,82837.47,13.75,240,Active,41419
LN10932,C1282,B002,P02,3/14/2024,97054.37,21.84,240,Active,44645
LN10933,C1382,B001,P02,1/30/2025,2770.57,12.27,24,Closed,0
LN10934,C1349,B010,P02,2/23/2024,30841.03,10.07,60,Paid Off,0
LN10935,C1176,B005,P03,4/6/2024,8381.95,21.52,60,Active,3437
LN10936,C1264,B002,P01,11/27/2025,53738.22,10.4,240,Active,20958
LN10937,C1012,B003,P01,4/1/2025,69091.54,20.62,12,Active,42146
LN10938,C1314,B002,P01,1/11/2026,79199.33,14.06,12,Active,30096
LN10939,C1480,B004,P05,5/5/2026,6392.04,12.54,24,Active,5625
LN10940,C1026,B002,P04,5/10/2025,61512.41,20.69,24,Active,28911
LN10941,C1026,B008,P03,10/21/2025,51855.67,6.41,12,Active,21261
LN10942,C1303,B006,P06,10/8/2024,83196.9,20.58,48,Closed,0
LN10943,C1438,B008,P04,3/27/2024,50936.35,4.54,240,Active,34637
LN10944,C1014,B006,P04,2/9/2026,34479.35,4.82,360,Closed,0
LN10945,C1311,B003,P03,3/5/2024,17009.81,6.29,180,Closed,0
LN10946,C1264,B007,P02,12/18/2025,92380.12,9.66,180,Closed,0
LN10947,C1218,B004,P03,11/9/2024,95050.85,16.86,24,Active,47525
LN10948,C1078,B003,P04,9/7/2025,6641.89,12.24,24,Active,4118
LN10949,C1087,B002,P05,1/11/2024,3879.63,15.68,72,Active,2289
LN10950,C1273,B007,P05,11/1/2024,60678.43,4.4,24,Active,30339
LN10951,C1272,B005,P05,9/2/2025,34933.59,7.32,12,Closed,0
LN10952,C1480,B004,P06,5/26/2026,42666.35,20.43,84,Active,32426
LN10953,C1021,B007,P06,5/10/2024,54845.57,6.84,60,Active,39489
LN10954,C1364,B002,P06,8/22/2025,88430.9,14.15,36,Active,53059
LN10955,C1183,B009,P04,6/28/2024,84157.38,4.76,24,Paid Off,0
LN10956,C1148,B009,P01,6/21/2024,29929.58,14.5,180,Active,15563
LN10957,C1477,B009,P01,12/17/2025,46599.3,19.76,12,Closed,0
LN10958,C1349,B007,P06,10/29/2024,65679.18,17.88,360,Active,41378
LN10959,C1438,B008,P03,5/5/2026,91858.86,17.84,72,Closed,0
LN10960,C1482,B001,P06,1/25/2024,73150.54,13.69,48,Closed,0
LN10961,C1060,B003,P03,7/16/2024,11675.69,13.69,72,Paid Off,0
LN10962,C1062,B007,P02,6/29/2025,85422.79,18.77,24,Active,74318
LN10963,C1148,B008,P03,2/16/2026,17676.17,4.31,120,Active,16439
LN10964,C1363,B005,P01,5/16/2026,5268.59,6.59,36,Active,3372
LN10965,C1313,B006,P02,2/11/2026,16315.37,12.1,24,Active,12563
LN10966,C1186,B009,P05,12/24/2024,20603.25,7.31,72,Active,12156
LN10967,C1369,B002,P01,8/20/2025,13203.86,9.47,84,Active,5150
LN10968,C1474,B007,P02,2/24/2025,2876.33,7.65,60,Active,2128
LN10969,C1414,B001,P03,10/7/2024,64417.13,6.36,60,Active,45092
LN10970,C1448,B006,P01,12/11/2024,78313.39,21.82,360,Active,71265
LN10971,C1427,B004,P04,8/27/2025,47338.93,12.49,72,Closed,0
LN10972,C1432,B005,P01,7/6/2025,84840.39,18.24,360,Closed,0
LN10973,C1023,B002,P03,7/20/2024,21486.96,7.34,180,Active,17404
LN10974,C1399,B006,P04,4/13/2026,74264.23,18.12,120,Active,69808
LN10975,C1084,B008,P03,4/5/2025,55614.48,5.02,72,Closed,0
LN10976,C1429,B005,P06,3/25/2024,94648.31,10.45,240,Closed,0
LN10977,C1088,B004,P06,6/11/2026,21704.17,14.11,12,Active,12154
LN10978,C1277,B006,P06,6/11/2024,42326.93,16.82,120,Active,33862
LN10979,C1331,B002,P06,6/9/2026,11016.54,11.58,84,Active,8373
LN10980,C1426,B004,P04,10/5/2024,73955.58,16.31,84,Closed,0
LN10981,C1337,B008,P03,2/19/2026,48269.15,21.9,12,Active,43925
LN10982,C1082,B004,P03,6/3/2025,21311.49,11.43,240,Paid Off,0
LN10983,C1469,B001,P02,3/5/2024,98910.5,14.81,120,Active,61325
LN10984,C1192,B004,P05,9/18/2025,60764.58,20.56,120,Paid Off,0
LN10985,C1175,B007,P02,10/6/2024,10496.09,16.7,180,Active,9551
LN10986,C1062,B006,P04,3/6/2025,31895.77,20.7,240,Active,27111
LN10987,C1179,B003,P05,5/31/2025,40143.7,14.39,84,Active,22079
LN10988,C1375,B006,P05,12/26/2025,78816.63,15.61,84,Active,46502
LN10989,C1351,B005,P02,4/14/2024,21293.11,15.27,72,Active,12563
LN10990,C1054,B001,P05,3/13/2025,41255.97,19.69,24,Active,16915
LN10991,C1048,B009,P06,10/25/2024,38507.64,15.78,240,Paid Off,0
LN10992,C1319,B002,P06,3/29/2026,59308.67,17.67,60,Paid Off,0
LN10993,C1053,B004,P05,10/24/2024,34815.51,10.68,60,Active,20889
LN10994,C1103,B006,P01,4/5/2024,86601.84,16.62,48,Active,58023
LN10995,C1215,B002,P01,4/2/2026,10769.35,21.56,180,Active,3985
LN10996,C1420,B009,P06,3/16/2026,9482.19,6.7,12,Active,6353
LN10997,C1219,B008,P06,10/15/2024,51162.1,4.28,180,Paid Off,0
LN10998,C1160,B003,P06,12/26/2024,35670.81,10.1,240,Closed,0
LN10999,C1212,B002,P06,8/29/2024,61359.3,13.12,36,Active,32520
LN11000,C1317,B010,P03,4/10/2026,88457.5,12.03,72,Active,41575
